---
TYPE: stable_matching
MEN: m1, m2, m3, m4, m5, m6, m7, m8, m9, m10, m11, m12, m13, m14, m15, m16, m17, m18, m19, m20, m21, m22, m23, m24, m25, m26, m27, m28, m29, m30, m31, m32, m33, m34, m35, m36, m37, m38, m39, m40, m41, m42, m43, m44, m45, m46, m47, m48, m49, m50, m51, m52, m53, m54, m55, m56, m57, m58, m59, m60, m61, m62, m63, m64, m65, m66, m67, m68, m69, m70, m71, m72, m73, m74, m75, m76, m77, m78, m79, m80, m81, m82, m83, m84, m85, m86, m87, m88, m89, m90, m91, m92, m93, m94, m95, m96, m97, m98, m99, m100, m101, m102, m103, m104, m105, m106, m107, m108, m109, m110, m111, m112, m113, m114, m115, m116, m117, m118, m119, m120, m121, m122, m123, m124, m125, m126, m127, m128, m129, m130, m131, m132, m133, m134, m135, m136, m137, m138, m139, m140, m141, m142, m143, m144, m145, m146, m147, m148, m149, m150, m151, m152, m153, m154, m155, m156, m157, m158, m159, m160, m161, m162, m163, m164, m165, m166, m167, m168, m169, m170, m171, m172, m173, m174, m175, m176, m177, m178, m179, m180, m181, m182, m183, m184, m185, m186, m187, m188, m189, m190, m191, m192, m193, m194, m195, m196, m197, m198, m199, m200, m201, m202, m203, m204, m205, m206, m207, m208, m209, m210, m211, m212, m213, m214, m215, m216, m217, m218, m219, m220, m221, m222, m223, m224, m225, m226, m227, m228, m229, m230, m231, m232, m233, m234, m235, m236, m237, m238, m239, m240, m241, m242, m243, m244, m245, m246, m247, m248, m249, m250
m9: w49, w71, w161, w181, w129, w228, w246, w227, w85, w180, w215, w171, w160, w224, w1, w163, w27, w162, w178, w164, w58, w91, w128, w206, w132, w45, w103, w158, w20, w217, w166, w138, w62, w219, w122, w220, w106, w203, w151, w139, w230, w154, w13, w78, w149, w79, w126, w38, w187, w192, w99, w96, w105, w168, w14, w212, w35, w29, w196, w28, w39, w44, w127, w176, w26, w52, w186, w63, w53, w47, w37, w208, w242, w83, w201, w116, w150, w112, w98, w159, w202, w147, w143, w194, w117, w86, w110, w232, w104, w32, w191, w146, w4, w3, w64, w34, w250, w80, w23, w170, w121, w140, w179, w249, w135, w124, w243, w115, w214, w18, w210, w123, w114, w24, w144, w109, w169, w17, w229, w153, w36, w199, w55, w11, w5, w111, w69, w193, w197, w141, w7, w8, w76, w248, w107, w142, w157, w66, w16, w2, w237, w190, w10, w65, w68, w25, w245, w213, w43, w57, w73, w119, w59, w21, w234, w198, w19, w6, w108, w195, w95, w12, w177, w223, w235, w131, w134, w60, w207, w48, w155, w72, w82, w209, w173, w15, w236, w156, w226, w101, w165, w182, w22, w247, w9, w84, w240, w211, w189, w185, w125, w238, w75, w33, w167, w81, w94, w233, w148, w175, w231, w218, w70, w120, w41, w183, w136, w152, w61, w133, w93, w67, w221, w50, w216, w74, w241, w222, w89, w42, w113, w90, w102, w204, w145, w205, w137, w188, w30, w172, w46, w100, w184, w51, w92, w244, w174, w225, w88, w118, w56, w31, w239, w77, w97, w40, w87, w200, w54, w130
m10: w133, w188, w202, w115, w209, w63, w104, w46, w186, w236, w233, w4, w201, w22, w98, w34, w227, w166, w60, w197, w85, w146, w199, w244, w1, w97, w173, w135, w177, w154, w123, w121, w8, w147, w2, w106, w212, w217, w9, w249, w49, w99, w195, w132, w184, w149, w189, w248, w71, w193, w68, w126, w61, w180, w247, w47, w152, w53, w7, w124, w78, w171, w219, w187, w95, w80, w6, w134, w239, w231, w156, w111, w178, w16, w234, w70, w17, w109, w200, w119, w211, w21, w107, w137, w10, w170, w57, w75, w163, w62, w129, w50, w79, w42, w169, w127, w92, w73, w216, w33, w83, w221, w65, w181, w41, w28, w31, w228, w208, w155, w30, w167, w52, w243, w56, w105, w213, w226, w29, w72, w94, w51, w185, w164, w45, w102, w93, w224, w120, w153, w13, w183, w140, w238, w205, w232, w20, w37, w84, w96, w25, w245, w87, w122, w19, w27, w192, w26, w3, w48, w196, w5, w118, w12, w176, w77, w110, w159, w90, w66, w138, w182, w168, w32, w215, w218, w143, w148, w174, w161, w43, w223, w18, w54, w157, w117, w100, w15, w150, w203, w82, w58, w210, w230, w220, w162, w190, w112, w101, w214, w172, w139, w35, w86, w44, w67, w158, w64, w144, w125, w179, w114, w89, w222, w242, w40, w39, w76, w207, w14, w250, w206, w142, w165, w204, w11, w145, w191, w55, w151, w175, w23, w240, w246, w131, w194, w136, w38, w103, w241, w130, w81, w36, w160, w198, w128, w59, w91, w116, w88, w113, w74, w225, w229, w108, w235, w69, w237, w24, w141
m11: w175, w136, w147, w109, w88, w2, w193, w65, w99, w194, w182, w27, w166, w222, w169, w79, w117, w77, w196, w123, w44, w76, w83, w73, w62, w189, w72, w227, w185, w170, w250, w71, w97, w188, w6, w249, w41, w33, w159, w163, w150, w245, w81, w212, w129, w29, w204, w51, w206, w200, w144, w78, w64, w96, w202, w177, w100, w234, w124, w75, w103, w149, w1, w247, w216, w173, w87, w8, w242, w181, w237, w171, w158, w151, w86, w143, w235, w187, w3, w180, w128, w121, w146, w155, w119, w120, w168, w19, w165, w213, w116, w228, w39, w183, w56, w142, w203, w74, w26, w214, w93, w184, w4, w131, w190, w229, w105, w49, w148, w60, w38, w95, w195, w164, w145, w68, w37, w91, w239, w98, w125, w53, w30, w108, w50, w126, w226, w42, w34, w55, w85, w111, w179, w248, w13, w172, w215, w104, w12, w67, w135, w113, w15, w210, w9, w24, w20, w25, w57, w207, w209, w225, w238, w230, w48, w232, w45, w243, w35, w114, w236, w192, w162, w102, w139, w94, w231, w224, w174, w92, w191, w14, w205, w233, w140, w52, w58, w5, w220, w217, w10, w82, w101, w127, w21, w17, w137, w141, w167, w66, w198, w28, w107, w201, w63, w161, w18, w122, w199, w223, w22, w138, w240, w69, w106, w90, w219, w244, w208, w176, w160, w134, w133, w16, w246, w7, w40, w130, w23, w186, w32, w112, w89, w118, w157, w153, w221, w178, w43, w47, w110, w59, w152, w84, w80, w54, w156, w61, w211, w46, w36, w115, w218, w154, w11, w241, w70, w132, w31, w197
m12: w51, w2, w227, w106, w144, w26, w167, w90, w127, w28, w152, w145, w139, w179, w115, w172, w34, w88, w219, w110, w239, w6, w232, w188, w124, w92, w4, w82, w79, w55, w201, w235, w178, w8, w118, w85, w135, w158, w154, w18, w129, w237, w176, w171, w195, w52, w229, w16, w125, w50, w57, w65, w53, w200, w102, w162, w147, w93, w56, w99, w67, w81, w78, w236, w159, w217, w69, w221, w96, w248, w12, w45, w98, w73, w136, w15, w27, w126, w223, w76, w141, w180, w68, w191, w77, w101, w117, w148, w166, w190, w238, w216, w234, w175, w250, w194, w187, w165, w80, w59, w169, w228, w203, w48, w105, w63, w220, w185, w32, w84, w111, w31, w233, w94, w100, w108, w151, w224, w9, w199, w174, w74, w208, w131, w241, w86, w246, w64, w204, w212, w66, w170, w89, w14, w211, w155, w132, w107, w189, w121, w183, w87, w36, w7, w245, w29, w19, w122, w193, w153, w10, w43, w114, w209, w182, w21, w133, w72, w240, w207, w60, w206, w116, w213, w138, w210, w225, w157, w22, w25, w128, w40, w61, w103, w75, w83, w1, w197, w173, w160, w109, w164, w42, w13, w120, w47, w104, w177, w244, w222, w247, w35, w214, w112, w46, w123, w119, w3, w137, w39, w95, w202, w41, w156, w130, w20, w243, w163, w62, w49, w168, w186, w146, w184, w113, w196, w231, w17, w149, w37, w70, w5, w242, w23, w249, w91, w143, w24, w71, w205, w11, w198, w33, w44, w226, w30, w150, w142, w215, w192, w181, w97, w58, w161, w218, w54, w134, w38, w140, w230
m13: w8, w168, w69, w111, w41, w152, w221, w196, w182, w42, w133, w235, w23, w224, w187, w105, w119, w171, w180, w204, w54, w170, w139, w185, w229, w114, w146, w55, w27, w195, w136, w130, w250, w22, w145, w95, w201, w70, w123, w220, w53, w249, w15, w149, w45, w228, w199, w138, w169, w167, w97, w144, w17, w233, w38, w32, w31, w219, w243, w59, w150, w80, w109, w232, w73, w91, w211, w147, w157, w238, w154, w143, w71, w36, w11, w13, w6, w7, w202, w227, w205, w239, w5, w28, w34, w48, w192, w102, w21, w190, w46, w62, w128, w112, w174, w191, w226, w177, w94, w37, w101, w165, w89, w173, w131, w210, w212, w113, w60, w166, w16, w12, w40, w56, w120, w29, w142, w134, w203, w117, w209, w163, w63, w172, w88, w43, w90, w125, w9, w98, w47, w206, w246, w161, w225, w58, w107, w100, w193, w176, w108, w61, w158, w116, w74, w115, w26, w65, w25, w194, w14, w66, w240, w159, w124, w82, w93, w81, w230, w222, w236, w96, w234, w30, w75, w215, w77, w122, w2, w237, w245, w104, w248, w76, w78, w44, w79, w87, w186, w207, w216, w106, w64, w189, w118, w135, w35, w68, w57, w51, w103, w99, w52, w241, w200, w20, w184, w214, w72, w198, w84, w19, w137, w181, w3, w50, w83, w164, w156, w1, w127, w197, w155, w86, w92, w132, w153, w24, w223, w126, w140, w188, w49, w67, w121, w242, w33, w183, w18, w129, w217, w141, w160, w179, w151, w148, w218, w247, w39, w85, w110, w4, w175, w162, w178, w208, w244, w231, w213, w10
m14: w125, w221, w137, w150, w212, w238, w120, w220, w230, w133, w218, w47, w164, w11, w91, w148, w76, w234, w239, w43, w168, w94, w77, w222, w20, w217, w140, w143, w119, w113, w128, w157, w190, w131, w49, w180, w233, w149, w10, w68, w250, w136, w54, w158, w32, w215, w89, w224, w2, w174, w5, w48, w226, w243, w82, w242, w138, w64, w203, w246, w3, w30, w214, w142, w18, w130, w135, w235, w93, w22, w202, w129, w53, w16, w173, w162, w87, w124, w127, w52, w59, w115, w84, w216, w146, w240, w28, w35, w25, w80, w40, w50, w205, w236, w207, w241, w13, w227, w6, w167, w60, w169, w19, w27, w67, w98, w81, w36, w1, w191, w41, w165, w116, w181, w183, w208, w182, w211, w75, w42, w62, w189, w103, w37, w74, w39, w171, w166, w126, w245, w194, w175, w63, w247, w58, w201, w193, w114, w206, w248, w44, w92, w86, w244, w33, w104, w237, w229, w188, w228, w21, w14, w231, w45, w88, w172, w121, w34, w185, w96, w219, w15, w26, w144, w69, w106, w108, w199, w213, w232, w139, w70, w147, w105, w51, w8, w151, w71, w56, w134, w210, w78, w17, w154, w85, w223, w101, w196, w160, w95, w186, w23, w161, w184, w12, w57, w7, w118, w9, w46, w111, w225, w55, w197, w209, w66, w122, w83, w90, w123, w112, w100, w177, w156, w117, w170, w195, w198, w176, w97, w102, w61, w200, w79, w4, w141, w179, w249, w155, w38, w73, w145, w24, w178, w107, w110, w153, w132, w152, w65, w29, w192, w109, w99, w187, w31, w204, w159, w72, w163
m15: w235, w68, w72, w98, w153, w176, w215, w136, w214, w83, w93, w108, w196, w69, w234, w249, w95, w174, w123, w245, w107, w55, w43, w149, w87, w71, w223, w76, w191, w60, w75, w166, w141, w180, w35, w189, w173, w41, w163, w22, w113, w152, w248, w118, w177, w3, w51, w111, w56, w247, w178, w7, w74, w105, w250, w132, w226, w70, w58, w241, w81, w161, w64, w236, w127, w190, w79, w109, w57, w144, w92, w208, w238, w106, w202, w67, w209, w146, w25, w211, w20, w31, w73, w100, w210, w231, w84, w199, w115, w182, w11, w89, w78, w181, w102, w126, w103, w23, w222, w227, w204, w28, w112, w198, w220, w27, w26, w91, w232, w139, w145, w16, w32, w34, w200, w99, w169, w49, w94, w134, w203, w50, w243, w193, w137, w24, w5, w228, w48, w29, w129, w65, w171, w130, w219, w54, w96, w135, w184, w218, w217, w230, w17, w116, w1, w121, w186, w77, w172, w185, w9, w117, w120, w52, w133, w85, w62, w38, w213, w194, w4, w53, w212, w18, w224, w138, w19, w2, w154, w15, w242, w119, w156, w59, w6, w159, w162, w128, w201, w157, w183, w14, w175, w122, w239, w36, w47, w42, w110, w88, w124, w170, w45, w8, w207, w33, w97, w125, w13, w86, w10, w233, w37, w142, w237, w225, w44, w151, w179, w63, w187, w66, w165, w216, w240, w61, w90, w246, w147, w229, w80, w143, w206, w131, w197, w148, w164, w195, w104, w188, w150, w244, w140, w167, w221, w21, w168, w30, w39, w12, w158, w82, w155, w205, w114, w101, w160, w192, w46, w40
m16: w60, w73, w166, w184, w218, w168, w69, w248, w22, w39, w35, w85, w183, w233, w202, w48, w119, w250, w163, w61, w165, w138, w1, w96, w147, w219, w179, w152, w98, w241, w247, w29, w209, w109, w45, w75, w204, w115, w8, w24, w192, w188, w199, w108, w70, w122, w83, w177, w81, w196, w154, w47, w207, w37, w107, w221, w68, w101, w54, w23, w170, w105, w193, w7, w216, w238, w173, w21, w121, w104, w180, w5, w34, w206, w19, w13, w246, w231, w159, w36, w175, w131, w178, w146, w230, w25, w242, w226, w20, w43, w203, w148, w27, w169, w82, w88, w149, w120, w6, w111, w161, w71, w142, w195, w28, w189, w217, w78, w239, w74, w237, w51, w194, w117, w190, w162, w214, w95, w155, w44, w234, w87, w10, w235, w103, w114, w84, w249, w72, w86, w52, w11, w227, w143, w49, w100, w97, w132, w12, w185, w125, w3, w113, w112, w236, w243, w167, w139, w244, w42, w91, w15, w225, w158, w55, w229, w124, w197, w92, w127, w157, w153, w90, w17, w133, w128, w67, w26, w123, w93, w198, w129, w245, w186, w2, w164, w99, w102, w136, w64, w137, w14, w220, w66, w151, w76, w59, w110, w38, w77, w106, w32, w182, w224, w211, w200, w223, w41, w160, w181, w56, w171, w156, w176, w144, w57, w16, w116, w228, w140, w240, w89, w50, w210, w33, w53, w4, w208, w18, w40, w62, w58, w130, w46, w172, w145, w201, w215, w205, w79, w30, w118, w187, w65, w126, w150, w232, w222, w135, w80, w191, w94, w63, w212, w213, w31, w174, w9, w134, w141
m17: w135, w139, w227, w52, w197, w44, w198, w81, w124, w19, w38, w159, w141, w4, w77, w80, w192, w33, w31, w148, w35, w63, w83, w46, w242, w103, w39, w125, w140, w229, w138, w108, w188, w201, w173, w128, w22, w105, w163, w50, w26, w64, w167, w146, w69, w228, w202, w10, w180, w73, w223, w16, w84, w85, w74, w82, w14, w34, w116, w169, w87, w174, w170, w72, w8, w156, w210, w48, w134, w106, w24, w244, w177, w150, w190, w30, w36, w118, w99, w100, w12, w13, w153, w129, w193, w160, w211, w29, w245, w222, w205, w79, w204, w18, w152, w75, w60, w176, w40, w37, w191, w120, w246, w9, w17, w213, w157, w220, w231, w102, w104, w243, w6, w117, w62, w171, w3, w109, w88, w131, w68, w226, w114, w221, w183, w186, w161, w98, w119, w142, w115, w237, w162, w66, w248, w178, w234, w179, w136, w45, w218, w175, w51, w43, w216, w240, w155, w233, w208, w249, w57, w247, w89, w166, w207, w196, w47, w239, w195, w203, w56, w27, w132, w182, w23, w236, w250, w145, w110, w5, w15, w70, w238, w217, w112, w96, w149, w235, w123, w58, w215, w7, w164, w121, w151, w214, w185, w11, w219, w92, w61, w59, w206, w147, w225, w241, w127, w101, w42, w181, w90, w133, w97, w41, w54, w55, w78, w187, w200, w20, w2, w25, w230, w1, w91, w111, w107, w224, w232, w95, w199, w86, w28, w184, w158, w76, w65, w122, w130, w172, w194, w154, w21, w53, w32, w168, w94, w113, w71, w137, w126, w144, w209, w189, w93, w49, w165, w143, w212, w67
m18: w91, w143, w103, w50, w153, w30, w23, w212, w203, w90, w75, w8, w151, w167, w112, w2, w62, w173, w126, w46, w145, w200, w113, w150, w181, w188, w88, w219, w154, w53, w19, w107, w114, w227, w5, w132, w63, w11, w14, w141, w102, w248, w95, w87, w39, w109, w183, w108, w210, w67, w42, w201, w27, w233, w245, w193, w49, w242, w106, w187, w236, w138, w246, w110, w175, w31, w7, w104, w45, w10, w40, w28, w97, w84, w93, w70, w169, w196, w127, w24, w79, w94, w22, w115, w152, w80, w197, w224, w195, w69, w164, w12, w186, w225, w229, w247, w149, w129, w161, w211, w26, w216, w135, w166, w65, w184, w128, w118, w76, w58, w160, w41, w199, w207, w82, w34, w47, w192, w185, w4, w111, w99, w29, w89, w101, w85, w134, w117, w156, w71, w35, w64, w6, w131, w194, w3, w77, w241, w61, w1, w48, w51, w105, w250, w43, w52, w213, w86, w179, w44, w239, w157, w9, w220, w204, w163, w130, w33, w140, w73, w231, w66, w158, w237, w21, w182, w232, w56, w209, w25, w74, w208, w243, w235, w137, w116, w59, w142, w83, w249, w244, w72, w123, w238, w96, w133, w54, w214, w178, w162, w170, w202, w92, w190, w125, w16, w206, w37, w136, w222, w234, w155, w168, w174, w119, w176, w226, w32, w36, w215, w81, w180, w159, w221, w57, w144, w146, w20, w240, w17, w147, w172, w189, w217, w228, w13, w223, w122, w121, w15, w198, w124, w205, w60, w78, w218, w68, w171, w165, w148, w139, w120, w191, w38, w230, w100, w18, w177, w98, w55
m19: w96, w122, w57, w139, w50, w3, w130, w16, w131, w127, w112, w66, w39, w196, w12, w61, w149, w51, w80, w229, w233, w219, w11, w181, w105, w86, w223, w74, w63, w101, w186, w5, w154, w218, w28, w152, w163, w47, w45, w221, w161, w88, w226, w93, w187, w29, w205, w89, w33, w228, w191, w67, w246, w244, w151, w201, w68, w200, w242, w8, w136, w113, w72, w15, w56, w81, w198, w171, w37, w173, w87, w125, w183, w115, w23, w238, w217, w160, w141, w116, w147, w53, w126, w250, w212, w178, w210, w230, w128, w199, w175, w102, w120, w46, w65, w155, w36, w58, w34, w243, w222, w92, w85, w59, w153, w204, w108, w241, w195, w84, w9, w190, w17, w148, w103, w71, w211, w216, w169, w177, w107, w220, w179, w70, w55, w82, w106, w73, w30, w235, w117, w165, w114, w32, w142, w166, w150, w176, w194, w224, w79, w207, w40, w42, w27, w19, w20, w38, w6, w225, w2, w91, w170, w157, w64, w104, w54, w192, w21, w133, w167, w137, w49, w95, w44, w182, w18, w62, w110, w180, w164, w208, w174, w227, w248, w48, w129, w111, w78, w146, w245, w134, w10, w214, w83, w234, w162, w209, w94, w202, w90, w76, w168, w22, w14, w249, w159, w231, w7, w172, w109, w24, w138, w121, w13, w1, w189, w185, w188, w239, w123, w215, w158, w193, w145, w69, w77, w232, w236, w25, w41, w119, w31, w213, w75, w35, w132, w118, w247, w156, w60, w197, w100, w144, w52, w206, w4, w143, w135, w184, w237, w97, w240, w203, w124, w140, w26, w99, w98, w43
m20: w123, w31, w129, w203, w223, w11, w188, w210, w77, w190, w167, w170, w97, w68, w118, w58, w219, w36, w8, w234, w163, w136, w178, w133, w63, w206, w73, w194, w45, w57, w144, w250, w28, w107, w88, w247, w215, w214, w228, w96, w186, w106, w18, w138, w173, w67, w102, w176, w166, w13, w150, w25, w7, w201, w181, w125, w180, w114, w196, w146, w187, w51, w53, w152, w62, w38, w158, w127, w19, w78, w115, w80, w241, w209, w143, w74, w217, w52, w87, w169, w71, w21, w205, w145, w66, w6, w155, w175, w2, w14, w59, w3, w98, w195, w20, w164, w216, w120, w192, w199, w153, w161, w23, w240, w1, w5, w226, w237, w90, w171, w12, w72, w185, w109, w207, w200, w157, w142, w179, w75, w128, w183, w105, w42, w103, w34, w141, w172, w245, w235, w116, w193, w4, w50, w85, w32, w83, w211, w43, w165, w99, w231, w104, w159, w41, w124, w94, w22, w44, w126, w79, w76, w148, w191, w110, w95, w84, w108, w202, w37, w218, w212, w222, w225, w122, w26, w121, w82, w35, w24, w49, w156, w249, w54, w46, w10, w70, w229, w16, w93, w140, w40, w182, w69, w168, w160, w119, w248, w17, w29, w81, w197, w55, w86, w132, w27, w65, w149, w100, w135, w33, w64, w236, w162, w227, w151, w91, w60, w39, w213, w130, w15, w242, w221, w112, w246, w154, w56, w239, w139, w189, w92, w233, w111, w117, w113, w147, w232, w204, w174, w230, w244, w220, w137, w131, w47, w177, w48, w243, w184, w9, w89, w208, w101, w198, w61, w238, w30, w224, w134
m21: w178, w160, w122, w177, w28, w2, w170, w166, w231, w153, w228, w39, w145, w17, w193, w25, w86, w172, w33, w137, w103, w113, w48, w207, w224, w9, w11, w180, w151, w112, w149, w241, w21, w144, w142, w18, w100, w181, w200, w236, w6, w168, w102, w215, w186, w8, w121, w127, w62, w118, w101, w232, w248, w43, w54, w78, w19, w239, w34, w41, w98, w130, w46, w31, w234, w59, w119, w80, w75, w230, w109, w214, w70, w167, w69, w22, w216, w204, w91, w148, w218, w23, w175, w221, w85, w206, w125, w223, w129, w4, w179, w157, w49, w146, w183, w128, w152, w150, w226, w202, w244, w132, w97, w173, w53, w61, w71, w79, w51, w13, w36, w163, w87, w105, w184, w55, w213, w117, w15, w155, w27, w81, w182, w76, w188, w220, w194, w32, w66, w203, w158, w212, w176, w143, w126, w133, w50, w198, w217, w138, w169, w187, w185, w74, w209, w1, w156, w235, w240, w90, w247, w124, w165, w89, w131, w38, w42, w37, w60, w191, w190, w29, w20, w63, w67, w164, w135, w30, w219, w107, w199, w10, w123, w7, w84, w201, w134, w73, w250, w58, w65, w189, w243, w205, w5, w174, w115, w72, w93, w237, w64, w116, w106, w238, w196, w111, w229, w147, w195, w141, w139, w88, w242, w16, w159, w14, w57, w222, w208, w140, w245, w40, w104, w56, w95, w99, w225, w192, w249, w114, w246, w47, w110, w26, w211, w3, w35, w171, w68, w162, w154, w161, w12, w24, w52, w83, w210, w92, w197, w45, w136, w82, w96, w44, w77, w227, w233, w108, w94, w120
m22: w177, w35, w33, w185, w52, w112, w115, w123, w97, w211, w114, w131, w47, w12, w197, w175, w142, w56, w198, w62, w122, w222, w109, w144, w199, w216, w169, w239, w232, w248, w68, w119, w138, w110, w135, w20, w36, w243, w155, w106, w78, w132, w206, w72, w104, w19, w139, w79, w51, w82, w14, w27, w18, w158, w98, w124, w121, w45, w225, w99, w21, w29, w143, w167, w43, w3, w180, w136, w165, w237, w77, w26, w179, w247, w100, w147, w183, w83, w153, w217, w50, w193, w32, w120, w192, w163, w127, w105, w53, w210, w101, w240, w88, w157, w141, w227, w15, w42, w54, w176, w22, w174, w129, w219, w215, w207, w226, w244, w58, w209, w196, w65, w164, w85, w5, w200, w46, w182, w250, w148, w28, w73, w160, w228, w156, w133, w159, w152, w212, w31, w8, w249, w203, w75, w168, w238, w161, w234, w89, w7, w241, w23, w231, w24, w94, w221, w171, w189, w102, w229, w38, w93, w71, w235, w173, w220, w84, w202, w9, w95, w118, w111, w59, w145, w137, w201, w108, w194, w64, w30, w113, w170, w70, w69, w184, w49, w107, w125, w60, w117, w242, w4, w44, w245, w1, w230, w34, w96, w214, w57, w233, w188, w166, w67, w190, w48, w80, w61, w40, w236, w130, w103, w13, w204, w86, w208, w181, w25, w140, w149, w218, w87, w17, w150, w41, w116, w92, w6, w90, w55, w134, w2, w224, w213, w162, w187, w10, w63, w178, w16, w128, w191, w195, w205, w91, w186, w146, w172, w11, w126, w37, w81, w154, w76, w246, w66, w151, w74, w39, w223
m23: w178, w228, w209, w101, w241, w161, w148, w69, w38, w164, w29, w248, w123, w210, w48, w64, w207, w149, w247, w131, w219, w201, w93, w42, w126, w143, w88, w151, w66, w36, w53, w39, w182, w231, w82, w5, w34, w245, w17, w146, w37, w227, w6, w181, w16, w237, w220, w234, w108, w56, w62, w26, w115, w51, w230, w31, w119, w236, w134, w49, w156, w242, w71, w133, w179, w14, w95, w55, w78, w186, w137, w70, w124, w172, w157, w155, w11, w18, w75, w58, w147, w91, w196, w202, w206, w30, w130, w129, w96, w166, w105, w185, w113, w120, w135, w199, w243, w22, w192, w153, w87, w184, w80, w193, w177, w168, w171, w165, w128, w41, w1, w68, w104, w200, w44, w61, w191, w158, w189, w163, w224, w79, w244, w117, w125, w170, w212, w136, w107, w50, w45, w12, w57, w121, w215, w15, w25, w102, w2, w180, w232, w218, w240, w222, w173, w4, w140, w65, w138, w188, w250, w132, w81, w223, w127, w60, w249, w194, w84, w214, w197, w226, w195, w46, w221, w21, w167, w150, w225, w85, w99, w183, w211, w204, w13, w83, w23, w98, w169, w162, w235, w238, w97, w142, w190, w205, w47, w239, w116, w27, w216, w122, w52, w35, w112, w90, w160, w110, w76, w246, w32, w28, w208, w174, w103, w8, w217, w40, w10, w152, w111, w3, w100, w106, w114, w139, w94, w145, w33, w198, w159, w144, w233, w213, w24, w229, w154, w176, w43, w187, w141, w74, w175, w20, w72, w59, w77, w54, w67, w203, w92, w118, w73, w19, w86, w109, w89, w9, w63, w7
m24: w219, w9, w72, w170, w128, w70, w67, w190, w15, w3, w160, w220, w102, w59, w22, w119, w114, w116, w131, w217, w201, w197, w108, w68, w195, w123, w205, w178, w110, w234, w221, w41, w38, w31, w202, w136, w93, w106, w130, w172, w42, w164, w91, w243, w204, w133, w33, w20, w96, w49, w124, w5, w169, w16, w81, w189, w47, w194, w94, w83, w7, w111, w78, w24, w167, w71, w80, w166, w247, w132, w21, w208, w10, w98, w191, w19, w44, w56, w99, w53, w155, w214, w154, w82, w216, w58, w120, w149, w143, w75, w27, w32, w88, w48, w18, w140, w245, w1, w224, w146, w235, w184, w40, w162, w107, w165, w193, w215, w125, w45, w35, w62, w65, w196, w76, w185, w200, w95, w52, w17, w231, w25, w144, w147, w173, w212, w66, w137, w239, w150, w60, w240, w54, w250, w37, w157, w101, w236, w228, w179, w90, w73, w168, w145, w218, w61, w248, w163, w12, w182, w113, w232, w246, w115, w153, w46, w104, w64, w4, w34, w199, w177, w206, w6, w192, w112, w139, w242, w244, w225, w105, w121, w175, w158, w203, w39, w151, w188, w230, w50, w122, w187, w84, w127, w135, w57, w11, w79, w74, w14, w85, w36, w183, w30, w207, w227, w26, w2, w198, w213, w238, w118, w249, w152, w129, w109, w23, w134, w89, w69, w55, w117, w181, w209, w141, w211, w222, w86, w226, w241, w126, w142, w100, w161, w138, w159, w63, w51, w186, w77, w174, w180, w223, w43, w156, w103, w148, w176, w87, w29, w210, w28, w229, w92, w171, w97, w233, w237, w13, w8
m25: w154, w117, w56, w72, w171, w183, w57, w58, w222, w240, w71, w60, w101, w166, w147, w133, w184, w90, w123, w214, w209, w20, w63, w89, w55, w237, w196, w97, w129, w138, w244, w152, w22, w45, w186, w19, w15, w177, w46, w83, w7, w32, w64, w3, w102, w191, w150, w52, w96, w1, w238, w37, w245, w59, w28, w48, w194, w128, w179, w91, w39, w30, w165, w143, w2, w105, w227, w130, w16, w158, w241, w40, w141, w212, w77, w74, w66, w108, w98, w201, w169, w242, w92, w215, w84, w26, w81, w151, w11, w203, w70, w218, w35, w103, w9, w139, w160, w120, w163, w213, w115, w185, w208, w127, w202, w62, w107, w114, w248, w210, w142, w223, w188, w21, w155, w31, w85, w110, w153, w204, w38, w217, w180, w87, w200, w156, w178, w86, w118, w197, w225, w219, w181, w116, w224, w47, w124, w42, w14, w51, w75, w73, w94, w93, w161, w207, w100, w33, w216, w131, w54, w211, w231, w61, w182, w198, w148, w134, w122, w220, w53, w25, w76, w104, w23, w6, w136, w228, w88, w249, w99, w29, w49, w36, w79, w135, w10, w126, w113, w164, w121, w145, w12, w34, w80, w175, w82, w50, w205, w234, w246, w159, w65, w232, w250, w5, w146, w149, w125, w95, w226, w112, w243, w170, w230, w206, w106, w233, w43, w109, w24, w229, w173, w192, w239, w167, w140, w195, w236, w67, w13, w199, w174, w119, w168, w111, w190, w4, w247, w69, w157, w176, w172, w132, w18, w137, w27, w68, w78, w144, w189, w187, w235, w8, w44, w41, w162, w17, w221, w193
