---
TYPE: stable_matching
MEN: m1, m2, m3, m4, m5, m6, m7, m8, m9, m10, m11, m12, m13, m14, m15, m16, m17, m18, m19, m20, m21, m22, m23, m24, m25, m26, m27, m28, m29, m30, m31, m32, m33, m34, m35, m36, m37, m38, m39, m40, m41, m42, m43, m44, m45, m46, m47, m48, m49, m50, m51, m52, m53, m54, m55, m56, m57, m58, m59, m60, m61, m62, m63, m64, m65, m66, m67, m68, m69, m70, m71, m72, m73, m74, m75, m76, m77, m78, m79, m80, m81, m82, m83, m84, m85, m86, m87, m88, m89, m90, m91, m92, m93, m94, m95, m96, m97, m98, m99, m100
w34: m62, m92, m65, m94, m12, m59, m15, m85, m58, m9, m96, m53, m57, m100, m39, m1, m35, m82, m51, m6, m66, m42, m16, m14, m36, m34, m78, m32, m31, m63, m98, m8, m40, m68, m4, m22, m50, m80, m46, m64, m24, m41, m70, m56, m90, m27, m61, m21, m38, m54, m75, m60, m55, m74, m86, m11, m5, m72, m76, m10, m71, m99, m73, m37, m30, m79, m7, m97, m23, m95, m26, m28, m48, m84, m88, m93, m83, m3, m91, m13, m19, m18, m33, m20, m17, m45, m52, m67, m89, m49, m2, m47, m77, m44, m25, m29, m43, m81, m69, m87
w35: m72, m94, m28, m4, m98, m24, m3, m2, m86, m81, m73, m8, m55, m37, m31, m77, m50, m66, m48, m75, m71, m95, m91, m93, m39, m35, m52, m11, m36, m57, m47, m84, m62, m61, m15, m88, m89, m27, m10, m60, m92, m56, m32, m14, m43, m19, m20, m33, m99, m64, m82, m6, m70, m49, m40, m58, m18, m13, m59, m78, m80, m54, m1, m34, m41, m29, m79, m51, m30, m68, m85, m45, m17, m53, m83, m16, m76, m25, m38, m97, m87, m69, m63, m26, m5, m44, m22, m42, m74, m9, m46, m67, m12, m23, m7, m21, m100, m90, m96, m65
w36: m1, m49, m88, m7, m74, m70, m43, m24, m64, m17, m2, m50, m89, m39, m73, m69, m32, m6, m59, m9, m18, m54, m10, m79, m31, m29, m36, m95, m35, m80, m77, m71, m61, m65, m5, m96, m90, m33, m37, m87, m62, m85, m97, m34, m23, m25, m92, m57, m91, m47, m63, m11, m13, m28, m38, m48, m66, m76, m58, m100, m16, m22, m55, m86, m45, m40, m68, m81, m84, m75, m53, m14, m27, m21, m93, m52, m94, m42, m4, m82, m41, m98, m15, m19, m12, m44, m3, m8, m51, m99, m60, m30, m83, m78, m72, m20, m67, m26, m46, m56
w37: m59, m65, m37, m17, m62, m56, m71, m78, m53, m25, m28, m10, m49, m51, m2, m54, m87, m57, m46, m40, m55, m70, m75, m31, m38, m84, m52, m13, m19, m94, m6, m67, m85, m68, m4, m50, m63, m8, m90, m35, m32, m27, m95, m33, m15, m21, m7, m20, m36, m60, m42, m5, m72, m64, m30, m43, m89, m97, m99, m82, m9, m79, m74, m16, m3, m26, m45, m14, m23, m58, m18, m47, m96, m76, m22, m91, m80, m66, m81, m41, m34, m24, m77, m100, m11, m92, m39, m86, m48, m29, m61, m83, m1, m44, m69, m98, m12, m88, m93, m73
w38: m59, m24, m32, m88, m60, m62, m94, m61, m13, m50, m83, m43, m20, m98, m8, m85, m73, m53, m56, m77, m54, m66, m75, m63, m15, m27, m89, m46, m21, m70, m47, m29, m11, m35, m36, m7, m28, m78, m10, m38, m14, m58, m82, m100, m30, m17, m42, m1, m67, m95, m5, m44, m6, m68, m96, m16, m39, m51, m18, m97, m40, m57, m71, m3, m64, m33, m92, m65, m84, m79, m86, m81, m72, m26, m34, m87, m19, m37, m22, m52, m91, m4, m31, m74, m9, m55, m90, m48, m45, m41, m12, m69, m25, m76, m80, m23, m49, m99, m93, m2
w39: m25, m54, m22, m89, m59, m24, m90, m69, m15, m73, m14, m29, m72, m86, m26, m11, m20, m57, m50, m48, m47, m16, m18, m65, m71, m1, m40, m80, m7, m32, m85, m92, m33, m41, m100, m87, m97, m37, m83, m61, m63, m19, m56, m82, m42, m99, m9, m76, m52, m62, m66, m31, m96, m60, m2, m21, m68, m49, m98, m17, m12, m79, m36, m4, m39, m34, m38, m46, m64, m93, m88, m91, m84, m51, m43, m5, m53, m35, m10, m77, m27, m58, m44, m70, m78, m23, m81, m75, m67, m6, m55, m13, m95, m94, m8, m45, m30, m3, m28, m74
w40: m89, m64, m15, m79, m56, m98, m30, m23, m93, m49, m55, m4, m20, m95, m59, m26, m81, m99, m45, m70, m86, m52, m63, m80, m7, m61, m36, m25, m77, m43, m28, m40, m41, m92, m11, m18, m60, m71, m68, m51, m24, m38, m50, m27, m42, m48, m17, m78, m13, m5, m37, m96, m12, m87, m1, m54, m76, m44, m32, m69, m8, m91, m31, m21, m22, m47, m88, m97, m16, m75, m14, m34, m9, m84, m83, m73, m29, m10, m35, m19, m72, m66, m85, m90, m67, m62, m100, m39, m2, m33, m57, m58, m94, m3, m74, m46, m53, m82, m6, m65
w41: m37, m49, m31, m72, m93, m48, m10, m29, m44, m50, m7, m6, m91, m54, m68, m80, m74, m99, m21, m53, m36, m70, m15, m56, m62, m97, m9, m71, m57, m89, m4, m16, m8, m22, m69, m17, m2, m67, m20, m95, m52, m66, m92, m12, m87, m55, m86, m38, m78, m88, m42, m83, m61, m11, m51, m39, m75, m84, m96, m98, m85, m90, m82, m27, m63, m46, m47, m65, m26, m81, m59, m100, m77, m43, m45, m14, m40, m34, m73, m1, m94, m60, m18, m58, m19, m30, m41, m5, m64, m35, m28, m32, m25, m23, m33, m24, m79, m13, m76, m3
w42: m97, m63, m37, m66, m95, m38, m2, m48, m33, m56, m1, m64, m78, m28, m87, m89, m34, m43, m9, m75, m11, m68, m94, m39, m14, m83, m3, m85, m50, m24, m23, m96, m12, m76, m98, m100, m84, m67, m72, m49, m4, m55, m29, m54, m41, m16, m61, m79, m59, m71, m5, m91, m69, m73, m31, m6, m74, m40, m57, m92, m27, m20, m15, m77, m45, m8, m60, m21, m88, m80, m53, m99, m18, m26, m22, m32, m36, m17, m46, m51, m58, m13, m93, m30, m62, m81, m10, m35, m65, m7, m25, m47, m52, m82, m44, m70, m19, m90, m42, m86
w43: m96, m20, m34, m91, m49, m47, m70, m33, m62, m81, m22, m89, m35, m95, m37, m59, m97, m94, m51, m44, m28, m80, m88, m7, m12, m76, m54, m48, m52, m86, m25, m24, m53, m42, m92, m90, m38, m66, m14, m13, m69, m57, m2, m39, m5, m32, m64, m78, m84, m68, m23, m75, m4, m60, m40, m36, m1, m41, m6, m46, m83, m82, m56, m65, m87, m72, m79, m3, m93, m61, m71, m77, m74, m50, m55, m26, m15, m17, m18, m73, m30, m45, m67, m16, m99, m58, m19, m10, m9, m27, m21, m85, m8, m98, m63, m31, m29, m43, m11, m100
w44: m17, m21, m31, m40, m18, m39, m6, m11, m69, m30, m92, m37, m60, m24, m56, m38, m52, m72, m59, m48, m42, m99, m54, m10, m71, m76, m57, m25, m27, m15, m36, m65, m83, m94, m63, m20, m19, m53, m43, m64, m75, m44, m84, m33, m90, m1, m66, m80, m46, m74, m91, m49, m67, m70, m87, m4, m35, m61, m22, m73, m78, m14, m97, m93, m77, m55, m9, m13, m81, m50, m12, m2, m41, m28, m86, m51, m45, m8, m82, m62, m7, m95, m58, m68, m23, m100, m32, m34, m16, m5, m96, m3, m47, m29, m26, m89, m85, m98, m88, m79
w45: m50, m69, m78, m22, m39, m47, m29, m21, m60, m70, m36, m46, m88, m33, m28, m2, m49, m54, m20, m1, m41, m15, m76, m68, m79, m96, m27, m18, m38, m10, m43, m40, m81, m42, m37, m94, m19, m6, m56, m11, m48, m77, m24, m7, m35, m65, m97, m3, m93, m52, m51, m64, m74, m44, m25, m34, m87, m90, m75, m86, m45, m89, m80, m99, m61, m95, m92, m30, m32, m67, m82, m17, m72, m12, m63, m9, m8, m73, m26, m62, m57, m91, m16, m55, m31, m98, m5, m4, m85, m84, m23, m13, m83, m14, m58, m71, m66, m59, m53, m100
w46: m33, m39, m58, m17, m27, m26, m10, m93, m96, m100, m45, m57, m86, m16, m72, m73, m94, m34, m69, m32, m71, m1, m97, m60, m77, m12, m31, m37, m46, m44, m48, m85, m91, m90, m51, m30, m43, m23, m54, m22, m64, m63, m42, m95, m5, m82, m41, m78, m4, m6, m49, m62, m79, m80, m55, m83, m13, m53, m36, m70, m11, m7, m68, m52, m89, m92, m21, m18, m38, m98, m59, m25, m3, m35, m56, m67, m81, m75, m65, m28, m50, m88, m99, m9, m20, m24, m47, m66, m15, m76, m8, m61, m14, m2, m40, m84, m19, m29, m87, m74
w47: m85, m96, m76, m36, m82, m5, m10, m79, m63, m92, m9, m99, m94, m88, m28, m59, m30, m87, m60, m64, m26, m55, m13, m77, m100, m27, m89, m16, m29, m21, m17, m18, m75, m37, m7, m25, m73, m23, m19, m69, m51, m3, m93, m57, m71, m54, m22, m8, m53, m43, m86, m91, m65, m50, m24, m39, m34, m74, m2, m61, m83, m4, m62, m98, m33, m68, m15, m1, m90, m20, m45, m38, m42, m66, m49, m31, m72, m41, m40, m97, m70, m95, m14, m80, m48, m12, m78, m6, m35, m32, m44, m56, m52, m81, m46, m84, m67, m47, m11, m58
w48: m43, m80, m65, m55, m11, m6, m40, m96, m89, m21, m20, m50, m12, m81, m76, m84, m71, m67, m23, m91, m51, m88, m69, m100, m90, m4, m36, m70, m82, m5, m34, m8, m57, m10, m13, m94, m87, m47, m53, m18, m29, m66, m41, m30, m1, m72, m79, m39, m38, m83, m64, m25, m54, m49, m60, m14, m86, m9, m68, m28, m85, m22, m48, m15, m32, m74, m19, m73, m24, m59, m63, m7, m27, m61, m58, m78, m52, m95, m97, m45, m93, m17, m26, m98, m99, m3, m44, m42, m2, m46, m31, m37, m92, m77, m62, m75, m33, m56, m35, m16
w49: m3, m48, m58, m63, m89, m34, m77, m20, m31, m94, m51, m91, m73, m75, m33, m14, m16, m55, m21, m70, m18, m12, m97, m35, m72, m41, m74, m13, m30, m52, m15, m93, m76, m25, m4, m2, m82, m61, m5, m59, m60, m65, m96, m45, m86, m42, m53, m79, m7, m37, m11, m47, m62, m23, m22, m19, m78, m57, m17, m98, m27, m81, m26, m28, m39, m64, m46, m90, m69, m71, m8, m36, m10, m44, m6, m29, m100, m49, m50, m54, m67, m87, m32, m68, m83, m56, m38, m1, m95, m66, m43, m99, m24, m9, m80, m92, m88, m40, m85, m84
w50: m3, m19, m34, m93, m75, m21, m30, m84, m70, m89, m35, m18, m67, m61, m78, m7, m16, m50, m5, m90, m60, m1, m23, m15, m36, m53, m68, m49, m73, m80, m94, m4, m69, m71, m22, m33, m6, m39, m58, m9, m10, m52, m96, m100, m72, m44, m28, m57, m77, m43, m20, m54, m97, m81, m51, m88, m29, m82, m98, m42, m99, m32, m11, m13, m79, m26, m92, m91, m46, m63, m27, m48, m12, m66, m83, m45, m24, m85, m2, m65, m62, m59, m55, m74, m47, m25, m37, m40, m14, m38, m95, m76, m56, m31, m64, m17, m86, m8, m87, m41
w51: m72, m100, m18, m44, m64, m97, m7, m16, m51, m6, m71, m13, m34, m35, m89, m84, m74, m43, m53, m69, m96, m21, m39, m17, m12, m20, m67, m54, m70, m88, m49, m75, m30, m77, m79, m85, m11, m94, m86, m73, m57, m1, m25, m50, m3, m78, m28, m24, m2, m48, m9, m8, m4, m37, m66, m41, m60, m47, m59, m92, m76, m14, m99, m46, m83, m36, m58, m65, m55, m32, m68, m29, m81, m56, m61, m5, m26, m42, m98, m52, m38, m22, m63, m27, m10, m93, m87, m62, m40, m31, m23, m19, m95, m80, m33, m90, m91, m82, m15, m45
w52: m74, m60, m84, m9, m49, m7, m94, m33, m10, m67, m39, m4, m44, m16, m46, m87, m20, m18, m40, m5, m8, m13, m41, m96, m21, m81, m79, m63, m97, m55, m92, m86, m99, m29, m100, m71, m58, m43, m73, m62, m66, m61, m54, m69, m91, m42, m56, m51, m57, m22, m25, m1, m72, m78, m93, m19, m31, m53, m11, m23, m27, m65, m95, m48, m90, m50, m47, m14, m32, m34, m59, m17, m85, m98, m76, m80, m3, m64, m68, m28, m52, m89, m26, m75, m77, m88, m6, m82, m38, m36, m45, m12, m24, m15, m83, m30, m37, m35, m70, m2
w53: m18, m66, m6, m8, m88, m11, m10, m76, m41, m1, m52, m96, m80, m4, m23, m79, m30, m58, m25, m92, m49, m22, m89, m63, m38, m24, m31, m54, m87, m15, m17, m67, m57, m71, m83, m91, m85, m90, m93, m68, m51, m50, m77, m29, m16, m43, m100, m60, m13, m81, m39, m37, m12, m14, m56, m28, m35, m45, m47, m84, m26, m99, m75, m65, m5, m55, m9, m46, m36, m62, m2, m59, m94, m33, m21, m40, m19, m69, m95, m82, m42, m97, m44, m98, m61, m3, m70, m86, m78, m74, m48, m64, m34, m20, m73, m7, m32, m53, m72, m27
w54: m48, m53, m59, m77, m34, m13, m73, m11, m64, m52, m6, m28, m7, m1, m97, m80, m16, m62, m89, m71, m92, m72, m39, m100, m21, m2, m43, m3, m78, m8, m56, m60, m12, m99, m45, m47, m55, m61, m42, m35, m83, m54, m67, m76, m93, m30, m81, m10, m87, m37, m58, m4, m65, m38, m98, m88, m25, m15, m90, m75, m41, m9, m70, m20, m24, m18, m50, m86, m85, m51, m79, m44, m84, m96, m17, m57, m5, m49, m74, m69, m32, m91, m82, m14, m94, m46, m23, m40, m68, m31, m29, m63, m36, m19, m66, m26, m27, m33, m95, m22
w55: m93, m20, m3, m89, m90, m44, m29, m91, m8, m86, m51, m72, m55, m61, m34, m33, m52, m99, m32, m42, m46, m85, m53, m69, m30, m65, m38, m60, m19, m76, m40, m9, m67, m39, m95, m21, m16, m15, m100, m63, m70, m62, m80, m59, m97, m77, m49, m56, m96, m82, m74, m43, m31, m17, m98, m14, m26, m23, m41, m48, m5, m50, m84, m57, m4, m68, m54, m24, m58, m28, m1, m35, m25, m27, m64, m81, m12, m18, m13, m2, m83, m92, m47, m7, m6, m45, m22, m73, m37, m71, m66, m10, m36, m79, m75, m87, m94, m78, m88, m11
w56: m88, m90, m98, m37, m36, m24, m59, m10, m22, m17, m95, m35, m87, m43, m70, m52, m38, m1, m41, m39, m80, m96, m62, m74, m58, m92, m71, m65, m72, m33, m86, m47, m94, m20, m79, m44, m15, m63, m97, m61, m12, m51, m13, m68, m30, m23, m50, m85, m11, m21, m83, m40, m67, m64, m75, m49, m48, m53, m26, m34, m76, m29, m57, m91, m69, m99, m8, m6, m32, m66, m7, m73, m28, m14, m46, m19, m5, m42, m3, m4, m54, m25, m9, m45, m31, m81, m84, m100, m2, m93, m82, m77, m56, m89, m16, m55, m18, m60, m78, m27
w57: m81, m3, m83, m91, m62, m93, m16, m73, m61, m40, m78, m4, m48, m20, m86, m1, m97, m45, m60, m28, m15, m32, m90, m33, m68, m35, m58, m21, m44, m72, m100, m71, m9, m74, m34, m25, m7, m99, m55, m24, m51, m46, m17, m38, m63, m95, m22, m64, m89, m41, m84, m31, m79, m30, m59, m92, m56, m57, m85, m23, m18, m98, m54, m94, m19, m65, m2, m80, m5, m49, m66, m6, m53, m76, m88, m67, m42, m12, m36, m10, m50, m77, m13, m47, m37, m43, m82, m87, m96, m52, m11, m26, m14, m29, m75, m69, m27, m70, m39, m8
w58: m95, m20, m61, m13, m27, m73, m26, m6, m92, m69, m28, m52, m30, m21, m53, m33, m5, m15, m88, m22, m8, m79, m54, m14, m65, m83, m2, m77, m11, m37, m57, m43, m47, m9, m3, m70, m68, m100, m17, m24, m91, m90, m25, m94, m38, m49, m74, m71, m44, m84, m85, m56, m45, m40, m16, m89, m67, m60, m75, m97, m31, m46, m41, m36, m96, m12, m42, m98, m7, m18, m55, m93, m35, m23, m32, m66, m82, m59, m51, m86, m87, m72, m78, m29, m34, m62, m76, m99, m50, m80, m81, m63, m1, m48, m4, m10, m64, m39, m19, m58
w59: m10, m93, m44, m47, m45, m81, m11, m3, m86, m22, m12, m13, m21, m35, m28, m85, m37, m57, m4, m58, m68, m75, m6, m91, m83, m18, m32, m64, m25, m79, m84, m98, m48, m5, m61, m50, m33, m72, m9, m82, m41, m39, m77, m71, m8, m30, m89, m60, m66, m87, m1, m53, m56, m92, m69, m43, m26, m95, m34, m76, m52, m40, m51, m42, m36, m96, m99, m100, m46, m63, m70, m74, m31, m24, m17, m38, m62, m65, m80, m23, m7, m88, m73, m94, m27, m67, m54, m55, m90, m29, m16, m2, m49, m78, m19, m20, m15, m14, m59, m97
w60: m84, m91, m36, m95, m16, m77, m68, m25, m98, m55, m90, m14, m58, m43, m28, m79, m64, m82, m62, m60, m65, m27, m11, m19, m88, m38, m33, m57, m47, m18, m1, m81, m45, m80, m93, m61, m66, m100, m78, m50, m63, m29, m59, m39, m34, m67, m41, m85, m96, m23, m20, m4, m9, m8, m30, m92, m75, m15, m10, m40, m69, m21, m94, m73, m56, m46, m99, m51, m97, m42, m12, m3, m83, m87, m89, m76, m24, m17, m5, m32, m6, m48, m26, m7, m22, m35, m2, m37, m31, m71, m52, m74, m72, m44, m70, m13, m53, m54, m86, m49
w61: m100, m53, m96, m28, m66, m30, m29, m67, m92, m61, m40, m51, m35, m14, m37, m36, m72, m18, m22, m19, m26, m24, m69, m79, m58, m23, m54, m3, m75, m74, m7, m71, m12, m42, m81, m44, m95, m6, m93, m47, m9, m27, m31, m34, m65, m5, m78, m97, m83, m90, m11, m17, m1, m2, m63, m48, m52, m56, m20, m60, m50, m21, m39, m84, m41, m57, m45, m88, m4, m68, m43, m46, m33, m85, m86, m59, m15, m99, m89, m73, m55, m16, m64, m82, m70, m76, m13, m32, m8, m80, m10, m49, m38, m91, m77, m62, m94, m87, m25, m98
w62: m59, m99, m44, m49, m89, m87, m79, m73, m96, m16, m71, m43, m5, m100, m33, m94, m55, m37, m62, m46, m53, m66, m11, m28, m26, m6, m57, m81, m41, m42, m83, m35, m92, m48, m77, m52, m61, m74, m51, m68, m3, m38, m7, m31, m60, m65, m91, m69, m25, m95, m34, m98, m72, m82, m20, m32, m18, m27, m30, m93, m23, m78, m85, m97, m4, m29, m13, m24, m50, m58, m56, m84, m15, m67, m70, m19, m90, m14, m80, m64, m36, m39, m76, m86, m17, m21, m88, m8, m45, m2, m63, m75, m1, m54, m40, m9, m10, m12, m47, m22
w63: m53, m83, m31, m95, m73, m68, m65, m26, m66, m49, m98, m71, m55, m41, m19, m39, m88, m15, m92, m12, m35, m43, m48, m24, m61, m22, m79, m13, m51, m64, m93, m11, m40, m32, m86, m16, m2, m28, m20, m42, m82, m44, m84, m8, m17, m85, m81, m6, m75, m80, m78, m33, m56, m60, m94, m76, m62, m54, m91, m70, m25, m1, m3, m10, m38, m74, m18, m67, m5, m69, m59, m21, m36, m58, m23, m7, m9, m14, m63, m57, m89, m90, m27, m50, m34, m37, m97, m72, m4, m47, m52, m30, m99, m77, m46, m45, m96, m29, m87, m100
w64: m27, m7, m11, m91, m23, m73, m14, m65, m9, m55, m79, m36, m89, m46, m15, m37, m45, m97, m20, m30, m76, m47, m53, m3, m81, m94, m66, m57, m84, m2, m35, m72, m54, m52, m75, m59, m96, m29, m51, m99, m93, m70, m1, m92, m77, m49, m62, m61, m100, m74, m5, m48, m18, m83, m40, m6, m56, m95, m63, m32, m34, m8, m10, m21, m33, m44, m90, m80, m24, m28, m88, m58, m78, m38, m85, m19, m22, m60, m64, m26, m41, m16, m42, m98, m86, m25, m43, m68, m13, m39, m69, m4, m12, m50, m67, m71, m17, m87, m82, m31
w65: m27, m80, m70, m14, m32, m37, m100, m43, m90, m65, m71, m16, m82, m74, m21, m52, m84, m73, m91, m17, m24, m99, m26, m58, m63, m97, m36, m81, m85, m34, m33, m88, m96, m87, m44, m10, m67, m60, m50, m83, m86, m76, m47, m72, m31, m54, m77, m92, m38, m28, m7, m19, m15, m69, m95, m66, m89, m11, m64, m98, m75, m62, m42, m23, m25, m41, m1, m4, m8, m2, m94, m79, m49, m20, m9, m35, m45, m18, m40, m51, m68, m53, m5, m29, m56, m46, m48, m55, m39, m30, m59, m93, m13, m78, m12, m3, m57, m22, m61, m6
w66: m93, m68, m34, m13, m57, m71, m99, m40, m60, m32, m85, m7, m65, m5, m83, m73, m10, m97, m86, m56, m30, m52, m54, m24, m92, m25, m46, m1, m58, m19, m89, m47, m11, m6, m8, m21, m31, m29, m51, m62, m17, m22, m87, m42, m53, m95, m74, m100, m45, m37, m23, m43, m70, m77, m94, m63, m4, m36, m38, m96, m15, m64, m98, m59, m3, m18, m91, m79, m49, m55, m39, m75, m81, m48, m2, m12, m28, m61, m44, m66, m90, m26, m50, m41, m16, m84, m82, m27, m69, m14, m80, m20, m67, m72, m9, m76, m78, m35, m88, m33
w67: m28, m99, m33, m48, m95, m84, m93, m45, m35, m89, m43, m91, m64, m10, m74, m26, m75, m61, m80, m25, m70, m17, m50, m24, m98, m53, m63, m37, m60, m86, m82, m19, m54, m92, m79, m49, m13, m29, m83, m88, m76, m44, m67, m56, m81, m34, m73, m36, m4, m71, m58, m77, m16, m42, m14, m23, m62, m46, m78, m94, m6, m39, m7, m41, m47, m21, m72, m68, m38, m8, m9, m3, m5, m30, m85, m15, m55, m40, m52, m87, m2, m57, m59, m27, m11, m32, m97, m22, m65, m12, m31, m69, m1, m20, m100, m96, m18, m66, m90, m51
w68: m90, m53, m95, m31, m15, m45, m96, m9, m55, m51, m99, m27, m92, m41, m43, m59, m94, m69, m22, m20, m49, m12, m47, m58, m78, m54, m57, m25, m36, m33, m40, m82, m56, m37, m30, m26, m28, m67, m35, m19, m16, m93, m75, m86, m74, m42, m91, m62, m44, m66, m60, m18, m97, m6, m100, m5, m68, m3, m52, m1, m50, m32, m8, m79, m38, m4, m83, m73, m88, m76, m21, m29, m87, m77, m89, m23, m14, m65, m98, m80, m63, m2, m13, m24, m84, m10, m70, m17, m39, m64, m72, m71, m61, m7, m81, m11, m34, m48, m85, m46
w69: m15, m26, m81, m69, m5, m71, m97, m87, m94, m83, m11, m62, m40, m17, m43, m65, m25, m90, m68, m85, m21, m100, m35, m47, m89, m70, m73, m7, m54, m74, m38, m77, m46, m59, m93, m57, m24, m64, m50, m60, m96, m3, m48, m32, m45, m52, m49, m79, m33, m13, m58, m19, m34, m29, m37, m98, m14, m61, m20, m55, m28, m84, m99, m22, m75, m36, m56, m18, m6, m95, m27, m12, m86, m8, m78, m92, m1, m30, m76, m42, m10, m67, m39, m9, m80, m53, m44, m82, m63, m88, m23, m2, m16, m51, m41, m4, m66, m91, m31, m72
w70: m48, m91, m66, m59, m28, m89, m12, m31, m60, m82, m79, m58, m44, m97, m49, m69, m22, m17, m19, m52, m21, m63, m15, m90, m10, m86, m80, m1, m23, m99, m27, m54, m88, m32, m13, m76, m29, m45, m70, m5, m75, m73, m95, m94, m93, m98, m37, m92, m100, m85, m2, m74, m25, m30, m61, m83, m56, m46, m84, m35, m71, m3, m11, m57, m65, m36, m50, m24, m64, m4, m26, m51, m42, m78, m38, m77, m96, m34, m18, m55, m8, m43, m40, m47, m67, m81, m68, m9, m39, m14, m53, m16, m33, m6, m72, m7, m20, m41, m87, m62
w71: m56, m82, m5, m80, m75, m27, m16, m74, m58, m52, m59, m99, m6, m90, m64, m47, m44, m37, m3, m67, m25, m39, m51, m41, m26, m97, m57, m32, m55, m12, m43, m53, m77, m20, m92, m84, m8, m96, m22, m49, m71, m91, m18, m13, m50, m35, m66, m73, m19, m54, m4, m63, m17, m100, m76, m78, m42, m86, m61, m38, m79, m94, m30, m34, m85, m21, m89, m7, m31, m83, m45, m68, m40, m9, m23, m93, m98, m29, m65, m95, m2, m15, m10, m14, m72, m48, m1, m87, m24, m33, m36, m70, m62, m46, m81, m11, m69, m60, m28, m88
w72: m33, m8, m39, m4, m56, m95, m86, m72, m40, m41, m31, m34, m49, m37, m53, m23, m62, m10, m73, m82, m30, m88, m1, m78, m7, m66, m69, m35, m65, m9, m74, m2, m25, m28, m84, m6, m59, m85, m19, m60, m83, m70, m38, m99, m22, m76, m32, m45, m63, m80, m36, m47, m54, m91, m11, m64, m29, m79, m98, m77, m17, m96, m58, m18, m55, m15, m50, m67, m93, m57, m81, m24, m42, m21, m27, m51, m48, m97, m87, m16, m43, m90, m3, m20, m68, m71, m13, m44, m100, m52, m89, m92, m75, m26, m14, m12, m61, m94, m46, m5
w73: m39, m96, m46, m13, m89, m52, m55, m91, m70, m85, m53, m42, m26, m73, m44, m57, m17, m16, m38, m65, m77, m79, m76, m28, m66, m98, m69, m6, m40, m1, m33, m31, m67, m34, m59, m14, m78, m63, m23, m5, m58, m83, m36, m27, m71, m29, m48, m50, m20, m94, m43, m18, m88, m87, m93, m64, m95, m80, m56, m12, m45, m74, m84, m15, m51, m11, m100, m37, m8, m62, m41, m24, m49, m19, m21, m54, m10, m3, m92, m61, m75, m47, m30, m35, m4, m99, m72, m60, m97, m7, m82, m68, m86, m2, m22, m25, m32, m90, m81, m9
w74: m29, m73, m63, m78, m51, m11, m65, m23, m44, m31, m1, m96, m95, m59, m2, m14, m28, m84, m7, m18, m90, m94, m35, m91, m43, m39, m61, m67, m40, m72, m87, m46, m86, m37, m47, m5, m75, m32, m34, m71, m100, m69, m48, m21, m88, m60, m42, m49, m19, m97, m79, m99, m53, m66, m58, m82, m13, m38, m77, m3, m55, m52, m8, m80, m26, m50, m30, m93, m33, m20, m22, m83, m57, m76, m70, m54, m4, m15, m10, m85, m45, m36, m56, m25, m16, m74, m68, m9, m98, m27, m64, m41, m62, m17, m24, m12, m92, m81, m89, m6
w75: m36, m40, m37, m10, m22, m81, m6, m66, m84, m62, m3, m53, m80, m50, m85, m11, m14, m49, m82, m13, m88, m28, m34, m31, m77, m35, m65, m41, m38, m43, m64, m61, m12, m47, m74, m17, m20, m97, m76, m63, m78, m23, m90, m21, m56, m27, m58, m8, m86, m1, m2, m83, m33, m39, m9, m92, m29, m69, m26, m46, m4, m73, m32, m67, m7, m96, m70, m93, m60, m44, m19, m30, m68, m59, m5, m52, m71, m79, m100, m51, m91, m55, m99, m18, m24, m94, m16, m89, m45, m54, m42, m48, m15, m25, m57, m75, m87, m95, m72, m98
w76: m29, m82, m73, m38, m52, m47, m24, m45, m15, m16, m54, m77, m99, m95, m4, m96, m80, m78, m1, m6, m21, m88, m65, m75, m66, m97, m44, m85, m2, m64, m30, m60, m53, m28, m83, m17, m86, m19, m34, m63, m89, m40, m25, m76, m3, m5, m43, m18, m84, m13, m93, m32, m79, m36, m57, m12, m67, m69, m59, m8, m55, m87, m14, m72, m62, m49, m98, m37, m90, m10, m42, m100, m27, m39, m48, m7, m51, m81, m41, m11, m31, m20, m33, m50, m22, m71, m74, m94, m70, m56, m68, m46, m35, m91, m23, m58, m61, m92, m9, m26
w77: m53, m61, m46, m71, m35, m38, m16, m97, m90, m20, m81, m36, m98, m87, m22, m74, m79, m31, m33, m50, m82, m5, m84, m11, m21, m59, m19, m66, m39, m49, m30, m93, m77, m100, m10, m1, m23, m45, m67, m2, m27, m70, m15, m94, m95, m26, m41, m58, m42, m56, m47, m48, m69, m52, m76, m72, m83, m88, m62, m63, m32, m96, m60, m43, m54, m65, m85, m86, m73, m68, m24, m7, m80, m18, m29, m37, m13, m89, m17, m4, m3, m99, m44, m28, m64, m55, m9, m92, m57, m6, m75, m14, m40, m25, m34, m51, m78, m12, m8, m91
w78: m85, m97, m11, m66, m55, m45, m19, m78, m51, m64, m20, m36, m30, m8, m1, m29, m86, m12, m94, m41, m75, m18, m82, m49, m5, m80, m88, m92, m13, m71, m77, m96, m81, m4, m44, m60, m72, m56, m21, m53, m3, m100, m74, m57, m91, m76, m98, m24, m9, m14, m10, m89, m2, m84, m15, m65, m90, m67, m48, m31, m42, m32, m93, m33, m25, m27, m63, m39, m28, m7, m70, m50, m40, m47, m38, m37, m23, m95, m46, m16, m43, m59, m54, m58, m83, m68, m69, m17, m73, m22, m99, m35, m6, m87, m79, m61, m34, m26, m62, m52
